ENTREZ.ID	GENE.NAME	DEGREE	Closeness	Bet	CC	Cl	Clnorm	SP	PR	Spectral	BRIDGE_Spectral	PROB_Spectral	MIX_Spectral	BR_CONSENSUS	BR_CONSENSUS_MAD	BR_CONSENSUS_ADJ	CorePSD95
3836	KPNA1	10	0.312	2847	0.044	369311	0.0492256348055766	3.204	0.000191	11	0.509607729219191	0.993483204133732	0.7	0.350954751242384	0.154433085425393	-1.02732505498929	0
26986	PABPC1	13	0.301	4427.595	0.064	199124	0.0265319288296621	3.317	0.000239	7	0.500233952091682	0.998902793964195	0.692307692307692	0.350954751242384	0.154433085425393	-0.966627069828344	0
22808	MRAS	4	0.274	274.164	0	100834	0.0134253792085239	3.649	9.4e-05	50	0.40364032318306	0.984561327149115	0.75	0.350954751242384	0.154433085425393	-0.34115469360436	0
7534	YWHAZ	82	0.37	65721.108	0.049	2675691	0.356771508395979	2.705	0.0012	67	0.525508330883134	1	0.548780487804878	0.350954751242384	0.154433085425393	-1.13028616348585	0
7531	YWHAE	48	0.346	20837.874	0.082	1440562	0.192072357648123	2.891	0.000711	67	0.522955895084219	1	0.583333333333333	0.350954751242384	0.154433085425393	-1.11375838518055	1
58513	EPS15L1	9	0.309	898.271	0.167	329932	0.043974614177529	3.232	0.00016	59	0.589875163798058	0.997912907708118	0.777777777777778	0.350954751242384	0.154433085425393	-1.54708048406568	0
1487	CTBP1	29	0.325	6182.465	0.037	561764	0.0748884163117004	3.077	0.000448	27	0.676908805834569	0.998670108703306	0.758620689655172	0.350954751242384	0.154433085425393	-2.11064911184239	0
2317	FLNB	13	0.333	3682.171	0.154	879536	0.117261948575494	3.002	0.000216	55	0.457460379985238	0.99996657709667	0.615384615384615	0.350954751242384	0.154433085425393	-0.689655512932862	0
2316	FLNA	40	0.358	29568.096	0.046	1733949	0.231194254826848	2.79	0.000623	55	0.642800203886979	0.99997380102761	0.8	0.350954751242384	0.154433085425393	-1.88978580490504	0
2887	GRB10	21	0.341	4663.676	0.119	1236784	0.164899436000994	2.934	0.000322	55	0.456341704082099	0.999999856851396	0.619047619047619	0.350954751242384	0.154433085425393	-0.682411754899682	0
29979	UBQLN1	82	0.348	81554.789	0.028	1313113	0.175077580532807	2.874	0.001405	25	0.532839189569118	1	0.560975609756098	0.350954751242384	0.154433085425393	-1.17775564624462	0
5663	PSEN1	59	0.357	58170.269	0.034	2071463	0.276200298054326	2.804	0.000993	2	0.591615258430185	1	0.610169491525424	0.350954751242384	0.154433085425393	-1.55834811254914	0
3709	ITPR2	3	0.267	436.592	0	47770	0.00634952256902774	3.748	8.4e-05	22	0.347735196666287	0.99380129231948	0.666666666666667	0.350954751242384	0.154433085425393	0.0208475701125093	0
1793	DOCK1	10	0.313	1739.857	0.133	570355	0.0760339892875392	3.194	0.000176	55	0.2122892101197	0.999999996166564	0.3	0.350954751242384	0.154433085425393	0.897900477353822	0
2274	FHL2	33	0.336	18014.224	0.011	902113	0.120272494620834	2.974	0.000517	56	0.66658655615993	0.999274417252892	0.909090909090909	0.350954751242384	0.154433085425393	-2.04380948582439	0
10014	HDAC5	17	0.308	1186.237	0	435129	0.0580021826025455	3.249	0.000257	7	0.410102066638354	0.999999999895548	0.411764705882353	0.350954751242384	0.154433085425393	-0.382996397650452	0
8470	SORBS2	23	0.33	2985.978	0.079	906065	0.120799476858119	3.03	0.000344	55	0.464939817353935	0.99999999999997	0.434782608695652	0.350954751242384	0.154433085425393	-0.738087086698902	0
2885	GRB2	214	0.401	363357.577	0.012	5142901	0.685763372174271	2.496	0.003439	55	0.642868587622867	1	0.64018691588785	0.350954751242384	0.154433085425393	-1.89022860986293	0
29993	PACSIN1	29	0.323	7077.535	0.015	609026	0.0811906011544538	3.092	0.000472	53	0.655792455108069	0.999986904894231	0.827586206896552	0.350954751242384	0.154433085425393	-1.97391448228853	0
6456	SH3GL2	34	0.337	12911.53	0.077	987007	0.131592745140082	2.966	0.000527	59	0.5327097237383	0.999999999999943	0.705882352941177	0.350954751242384	0.154433085425393	-1.17691731661816	0
10133	OPTN	38	0.353	28820.131	0.031	1379049	0.183869863123298	2.833	0.00061	92	0.735315911821002	0.999999976026518	0.815789473684211	0.350954751242384	0.154433085425393	-2.48885243417806	0
22895	RPH3A	3	0.27	43.101	0	45475	0.00604349416959227	3.705	8e-05	2	0.347735196666287	0.939048085693559	0.666666666666667	0.350954751242384	0.154433085425393	0.0208475701125093	0
8844	KSR1	9	0.307	169.716	0.25	432321	0.0576277478550009	3.253	0.000147	67	0.143753398548193	0.999999997996612	0.222222222222222	0.350954751242384	0.154433085425393	1.34169017036372	0
5094	PCBP2	14	0.315	2080.547	0.198	430882	0.0574358633814551	3.179	0.000234	11	0.405752214295599	0.999999999363236	0.357142857142857	0.350954751242384	0.154433085425393	-0.354829814493914	0
3739	KCNA4	5	0.289	241.149	0.1	205609	0.0273966757448425	3.461	0.000105	53	0.11885663497098	0.999999921881881	0.2	0.350954751242384	0.154433085425393	1.50290409358901	0
6548	SLC9A1	10	0.318	1305.337	0.2	1140969	0.152122917006698	3.142	0.000174	88	0.328655185944895	0.999996767532388	0.5	0.350954751242384	0.154433085425393	0.144396294589749	0
3688	ITGB1	35	0.355	32218.674	0.064	2139134	0.285223935447876	2.816	6e-04	93	0.640867990711979	0.999998056628278	0.8	0.350954751242384	0.154433085425393	-1.87727415191515	0
6645	SNTB2	8	0.307	1597.777	0.036	333944	0.0445095971572829	3.257	0.000147	52	0.497552612333229	0.963442069806174	0.875	0.350954751242384	0.154433085425393	-0.949264600179647	0
4842	NOS1	10	0.304	1424.852	0	252525	0.0336527229726919	3.288	0.000182	2	0.552868738890156	0.983156939797122	0.8	0.350954751242384	0.154433085425393	-1.30745291458492	0
10605	PAIP1	4	0.269	121.469	0.167	65432	0.0087046744604566	3.716	9e-05	5	0.323638482725994	0.918646539845071	0.75	0.350954751242384	0.154433085425393	0.176880934814882	0
1975	EIF4B	9	0.308	1450.386	0.028	360915	0.0481060642427617	3.243	0.000179	5	0.469268060883607	0.99925251202052	0.666666666666667	0.350954751242384	0.154433085425393	-0.766113746386168	0
1981	EIF4G1	17	0.319	9030.008	0.007	541192	0.0721452284105298	3.138	0.000302	5	0.635072646106144	0.99997804938598	0.705882352941177	0.350954751242384	0.154433085425393	-1.83974757793088	0
3303	HSPA1A	25	0.334	9573.198	0.063	864204	0.115217492183275	2.99	0.000394	16	0.546779416447652	0.99999999685365	0.64	0.350954751242384	0.154433085425393	-1.26802274697718	0
23163	GGA3	16	0.322	4590.49	0.092	542848	0.0723660489026715	3.11	0.000268	89	0.593250192026964	0.999999999914671	0.5625	0.350954751242384	0.154433085425393	-1.56893479216041	0
6616	SNAP25	16	0.327	7038.933	0.083	565965	0.0754486016302313	3.062	0.000286	49	0.469343091566759	0.999999996198438	0.5	0.350954751242384	0.154433085425393	-0.766599592297654	0
3265	HRAS	313	0.4	417610.297	0.014	6180502	0.824123011948842	2.502	0.005178	88	0.568979303507188	1	0.568690095846645	0.350954751242384	0.154433085425393	-1.4117735954329	0
351	APP	76	0.369	104744.427	0.027	2390846	0.31878865025341	2.713	0.001307	2	0.591568687822457	1	0.605263157894737	0.350954751242384	0.154433085425393	-1.5580465540612	0
9863	MAGI2	28	0.315	9249.49	0.011	488146	0.0650717719937744	3.171	0.000464	53	0.395213786086376	1	0.464285714285714	0.350954751242384	0.154433085425393	-0.2865903683921	0
8491	MAP4K3	8	0.325	1314.88	0.107	1018617	0.135807802964115	3.079	0.000142	55	0.34828565588773	0.999934620983502	0.5	0.350954751242384	0.154433085425393	0.0172831835050235	0
4734	NEDD4	77	0.358	64164.239	0.03	2041242	0.272170457418448	2.795	0.001237	68	0.677023022241815	1	0.766233766233766	0.350954751242384	0.154433085425393	-2.1113886969315	0
30011	SH3KBP1	30	0.342	7605.457	0.106	1174863	0.15664253642738	2.925	0.00044	55	0.589134181613835	0.999999983689396	0.666666666666667	0.350954751242384	0.154433085425393	-1.54228240480578	0
1387	CREBBP	66	0.36	46587.03	0.052	2129153	0.283893011938175	2.779	0.001019	7	0.564066369838422	1	0.515151515151515	0.350954751242384	0.154433085425393	-1.37996089380078	0
2318	FLNC	24	0.328	14067.595	0.033	753030	0.100392916462648	3.049	0.000415	55	0.494174038258771	0.999999538102328	0.666666666666667	0.350954751242384	0.154433085425393	-0.927387331684029	0
51517	NCKIPSD	13	0.322	2156.598	0.038	658125	0.0877377420624634	3.101	0.000211	53	0.519966224015069	0.999990323167767	0.692307692307692	0.350954751242384	0.154433085425393	-1.09439937890987	0
5195	PEX14	9	0.311	1921.792	0.167	408793	0.0544903900415292	3.217	0.000166	11	0.454517614519748	0.99523079987394	0.666666666666667	0.350954751242384	0.154433085425393	-0.670600234348069	0
5193	PEX12	10	0.28	747.579	0	85326	0.0113574539717286	3.566	2e-04	49	0.271664286024052	0.99999999849838	0.3	0.350954751242384	0.154433085425393	0.513429262906474	0
2475	MTOR	29	0.35	13201.944	0.106	1854242	0.24723481005704	2.859	0.000446	67	0.700958853764227	0.999662542999851	0.793103448275862	0.350954751242384	0.154433085425393	-2.26638030029472	0
207	AKT1	135	0.403	192594.934	0.036	4618491	0.615835549538997	2.48	0.002017	67	0.645964623479212	1	0.688888888888889	0.350954751242384	0.154433085425393	-1.91027635965577	0
5170	PDPK1	41	0.345	35116.561	0.024	1191967	0.158923281413849	2.897	0.000688	62	0.669423873133797	0.999999999636851	0.780487804878049	0.350954751242384	0.154433085425393	-2.06218195417242	0
6198	RPS6KB1	31	0.353	20458.961	0.075	1430010	0.190665293739259	2.834	0.000479	67	0.612907983486292	0.999999403719125	0.709677419354839	0.350954751242384	0.154433085425393	-1.69622481816216	0
3667	IRS1	28	0.343	5453.466	0.101	1308220	0.174425119984468	2.913	0.000416	55	0.543860677326232	0.99998061733181	0.75	0.350954751242384	0.154433085425393	-1.24912304609132	0
3798	KIF5A	15	0.332	3493.83	0.038	748150	0.0997421894085104	3.016	0.000233	27	0.490917338781494	0.998519459043075	0.666666666666667	0.350954751242384	0.154433085425393	-0.906299237327135	0
3799	KIF5B	20	0.327	9730.102	0.042	726577	0.096865522453817	3.054	0.000333	27	0.599346378903378	0.999878740669496	0.65	0.350954751242384	0.154433085425393	-1.60840940901225	0
3800	KIF5C	8	0.313	1116.452	0.107	490266	0.0653544648943422	3.194	0.000142	7	0.384200416499606	0.997365640323521	0.625	0.350954751242384	0.154433085425393	-0.21527553610449	0
3064	HTT	91	0.365	92610.75	0.017	2059179	0.274562279379526	2.74	0.001456	4	0.785482884949146	0.999999999815915	0.89010989010989	0.350954751242384	0.154433085425393	-2.81369845399277	0
5898	RALA	13	0.326	4531.497	0.103	1233408	0.164449260891411	3.064	0.000225	88	0.481631054870885	0.99970061853304	0.692307692307692	0.350954751242384	0.154433085425393	-0.846167796677422	0
5333	PLCD1	7	0.32	1302.217	0.286	1108077	0.147736909985247	3.123	0.00013	88	0.323907980198818	0.999982399896082	0.428571428571429	0.350954751242384	0.154433085425393	0.175135858802953	0
3146	HMGB1	29	0.339	13833.571	0.059	1020619	0.136074761071161	2.948	0.000466	7	0.645051815260366	0.999922698357635	0.758620689655172	0.350954751242384	0.154433085425393	-1.90436565589477	0
1956	EGFR	187	0.402	291411.058	0.029	5851715	0.780280676713466	2.486	0.002911	2	0.705700464940938	1	0.818181818181818	0.350954751242384	0.154433085425393	-2.29708363801313	0
3320	HSP90AA1	48	0.354	21096.144	0.087	1717592	0.229013119084118	2.825	0.000724	16	0.611625753685121	1	0.645833333333333	0.350954751242384	0.154433085425393	-1.68792200016406	0
1615	DARS1	7	0.311	3506.306	0.143	391075	0.0521277707904627	3.212	0.000138	55	0.324735236056752	0.998981615809525	0.571428571428571	0.350954751242384	0.154433085425393	0.169779131935422	0
2058	EPRS1	7	0.292	1609.929	0.095	172435	0.022973065233787	3.427	0.000143	27	0.470412663427691	0.993408426905978	0.571428571428571	0.350954751242384	0.154433085425393	-0.773525387103772	0
5310	PKD1	11	0.31	1033.962	0.091	350448	0.0467103347190619	3.23	0.000187	55	0.449644528204134	0.999722667516248	0.636363636363636	0.350954751242384	0.154433085425393	-0.639045556137821	0
1674	DES	25	0.332	4232.494	0.117	865819	0.115432845501396	3.012	0.00036	27	0.445421080015853	0.999999999496265	0.48	0.350954751242384	0.154433085425393	-0.611697477345979	0
5573	PRKAR1A	29	0.349	18512.576	0.054	1779983	0.237332691140405	2.861	0.000461	74	0.690896206550311	0.999997975158932	0.827586206896552	0.350954751242384	0.154433085425393	-2.20122167715255	0
7249	TSC2	13	0.323	1856.763	0.051	604832	0.0806313492558776	3.1	0.00021	67	0.498129435477725	0.99926150614694	0.692307692307692	0.350954751242384	0.154433085425393	-0.95299970100281	0
4291	MLF1	43	0.333	14103.579	0.112	963362	0.128439785878796	3.006	0.000647	16	0.332132520336827	1	0.27906976744186	0.350954751242384	0.154433085425393	0.12187952376727	0
27101	CACYBP	30	0.334	12892.068	0.046	887628	0.118340982043134	2.992	0.00048	16	0.512008654308137	0.999999999998383	0.6	0.350954751242384	0.154433085425393	-1.04287175654182	0
29959	NRBP1	10	0.31	10833.354	0.111	384195	0.0512103523206954	3.228	0.00021	5	0.594558593365775	0.998958255639594	0.7	0.350954751242384	0.154433085425393	-1.57740707862161	0
322	APBB1	15	0.331	5328.753	0.181	1143017	0.152396009016303	3.02	0.000255	2	0.476230100546183	0.999999642432904	0.6	0.350954751242384	0.154433085425393	-0.811195016655416	0
10971	YWHAQ	31	0.345	8967.809	0.103	1308040	0.174401117757061	2.901	0.000452	67	0.466975860720966	0.999999999811117	0.612903225806452	0.350954751242384	0.154433085425393	-0.751271070956049	0
53616	ADAM22	9	0.304	5445.564	0.028	293076	0.0390600247702987	3.294	0.000185	53	0.381570602984712	0.999891832577977	0.666666666666667	0.350954751242384	0.154433085425393	-0.198246714154517	0
6427	SRSF2	21	0.347	9283.495	0.095	1533002	0.204398834878543	2.884	0.000314	43	0.51434937663106	0.999915738723338	0.714285714285714	0.350954751242384	0.154433085425393	-1.05802862734108	0
2561	GABRB2	6	0.284	235.526	0	103136	0.0137323410279141	3.521	0.000122	55	0.491320283434879	0.986410417836588	0.666666666666667	0.350954751242384	0.154433085425393	-0.908908423385129	0
5048	PAFAH1B1	14	0.328	3353.578	0.099	724602	0.0966021646808824	3.053	0.000224	43	0.563763413946173	0.999893572043246	0.642857142857143	0.350954751242384	0.154433085425393	-1.37799916460646	0
7529	YWHAB	39	0.347	14155.152	0.076	1453178	0.193754647097917	2.878	0.000568	67	0.536016929116943	0.999999999981847	0.641025641025641	0.350954751242384	0.154433085425393	-1.19833245165566	0
7532	YWHAG	34	0.335	7488.962	0.144	1085522	0.144729297545479	2.981	0.000499	67	0.262873981333422	1	0.323529411764706	0.350954751242384	0.154433085425393	0.570349091105313	0
7533	YWHAH	30	0.337	8991.273	0.113	1311204	0.174823023576588	2.965	0.000438	67	0.492805603910476	0.999999559172209	0.7	0.350954751242384	0.154433085425393	-0.918526313693451	0
7164	TPD52L1	10	0.301	784.929	0.067	225191	0.0300078513952761	3.325	0.000174	67	0.37749927291584	0.999757130333121	0.6	0.350954751242384	0.154433085425393	-0.171883645271594	0
57403	RAB22A	5	0.263	770.443	0	46090	0.00612550177989851	3.799	0.00012	89	0.11885663497098	0.999999952724017	0.2	0.350954751242384	0.154433085425393	1.50290409358901	0
64283	ARHGEF28	2	0.261	11.278	0	41970	0.00557611746370063	3.829	6e-05	67	0	0.998795334519602	0	0.350954751242384	0.154433085425393	2.27253603251961	0
6810	STX4	37	0.337	9014.117	0.123	1136342	0.151505926416638	2.97	0.000566	49	0.27702704236577	1	0.27027027027027	0.350954751242384	0.154433085425393	0.478703826145652	0
8773	SNAP23	23	0.341	12825.911	0.13	1740510	0.232069136015822	2.93	0.000373	49	0.455088299875626	0.99999999978041	0.565217391304348	0.350954751242384	0.154433085425393	-0.674295591170774	0
1432	MAPK14	60	0.356	42646.915	0.046	1817223	0.242298485299436	2.81	0.000953	67	0.507416737231576	1	0.483333333333333	0.350954751242384	0.154433085425393	-1.01313773248919	0
10043	TOM1	13	0.312	1768.159	0.154	443737	0.0591500224554172	3.201	0.000218	16	0.636481925223479	0.966351561174982	0.846153846153846	0.350954751242384	0.154433085425393	-1.84887307790683	0
672	BRCA1	157	0.384	238040.237	0.013	3253125	0.433769853842437	2.601	0.00259	5	0.719387683223369	1	0.802547770700637	0.350954751242384	0.154433085425393	-2.38571243309761	0
3984	LIMK1	13	0.321	1860.935	0.141	587547	0.078326468696295	3.117	0.00021	67	0.38775072986258	0.999997723011728	0.538461538461538	0.350954751242384	0.154433085425393	-0.238264867394443	0
1072	CFL1	19	0.331	6309.197	0.099	844518	0.112592448579228	3.019	0.000305	2	0.534885402261045	0.999999930518212	0.631578947368421	0.350954751242384	0.154433085425393	-1.19100547989452	1
5894	RAF1	72	0.367	54213.802	0.073	3054880	0.407334733996648	2.724	0.001064	67	0.528879978166533	1	0.611111111111111	0.350954751242384	0.154433085425393	-1.15211857895635	0
1147	CHUK	36	0.345	13729.441	0.038	1155798	0.154100300507887	2.901	0.000547	7	0.697570883866424	0.998213185418233	0.833333333333333	0.350954751242384	0.154433085425393	-2.24444219105815	0
1613	DAPK3	18	0.338	6027.467	0.059	1033858	0.137840124896924	2.958	0.000289	43	0.609190855257908	0.999614052031493	0.722222222222222	0.350954751242384	0.154433085425393	-1.67215531117701	0
2891	GRIA2	10	0.306	1328.93	0.222	288049	0.0383896958971126	3.266	0.000182	56	0.348475072580169	0.999999998278418	0.5	0.350954751242384	0.154433085425393	0.0160566542809438	1
2892	GRIA3	5	0.286	98.299	0.5	137514	0.0183164997711788	3.496	0.000104	56	0.291195666042146	0.999997914530564	0.4	0.350954751242384	0.154433085425393	0.386957788453354	1
29763	PACSIN3	10	0.312	1216.627	0.089	524772	0.0699556918882072	3.202	0.000173	53	0.600898954278041	0.899949757401476	0.9	0.350954751242384	0.154433085425393	-1.61846279472546	0
4783	NFIL3	3	0.268	41.384	0	61168	0.00813608836233336	3.731	7.4e-05	27	0.286157585784984	0.988997846289738	0.333333333333333	0.350954751242384	0.154433085425393	0.41958085133709	0
3276	PRMT1	45	0.347	24012.41	0.049	1463707	0.195158644055502	2.88	0.000689	11	0.530413282634411	0.999999999999933	0.6	0.350954751242384	0.154433085425393	-1.1620471798365	0
405	ARNT	16	0.314	2460.176	0.2	479162	0.0638737941547642	3.187	0.00026	67	0.333160693597456	0.999999999378098	0.4375	0.350954751242384	0.154433085425393	0.115221797168097	0
40	ASIC2	1	0.264	0	NA	78197	0.0104068324207153	3.785	4.5e-05	27	0	0.937425359304863	0	0.350954751242384	0.154433085425393	2.27253603251961	0
41	ASIC1	2	0.28	39.124	0	124181	0.0165386014488811	3.577	5.8e-05	67	0.196521665816991	0.933012418648072	0.5	0.350954751242384	0.154433085425393	1	0
3028	HSD17B10	30	0.323	22236.741	0.057	691513	0.0921898885549912	3.101	0.000578	20	0.553194986171233	1	0.633333333333333	0.350954751242384	0.154433085425393	-1.30956546242516	0
1859	DYRK1A	19	0.325	4012.969	0.07	753649	0.100475457455785	3.079	0.000295	7	0.635845329003311	0.999444747665883	0.736842105263158	0.350954751242384	0.154433085425393	-1.84475092870276	0
1742	DLG4	158	0.369	239962.743	0.009	2532929	0.337734808456891	2.712	0.002851	53	0.634428717539214	1	0.683544303797468	0.350954751242384	0.154433085425393	-1.83557794960832	1
2066	ERBB4	40	0.344	22871.596	0.046	1274776	0.169965506132302	2.906	0.000631	53	0.670857760952495	0.99999980962533	0.825	0.350954751242384	0.154433085425393	-2.07146680278338	0
1740	DLG2	20	0.289	2592.751	0.016	231452	0.030842728871906	3.457	0.000359	53	0.363190471750883	1	0.4	0.350954751242384	0.154433085425393	-0.0792299167940284	1
1741	DLG3	33	0.336	13740.825	0.061	1205939	0.16078638764344	2.974	0.000549	53	0.349458001362765	1	0.393939393939394	0.350954751242384	0.154433085425393	0.00969189908688376	1
9228	DLGAP2	22	0.331	4568.875	0.208	1070617	0.142741779770496	3.017	0.000334	53	0.385318074478859	0.99999999999903	0.590909090909091	0.350954751242384	0.154433085425393	-0.22251270277881	1
215	ABCD1	5	0.266	5150.223	0.1	36358	0.00482778135144275	3.757	0.000163	74	0.248047171726888	0.999995477682797	0.4	0.350954751242384	0.154433085425393	0.666357077772761	0
225	ABCD2	2	0.249	0	1	15381	0.0020305884386071	4.021	7.5e-05	74	0	0.999939771875165	0	0.350954751242384	0.154433085425393	2.27253603251961	0
5825	ABCD3	12	0.329	10555.105	0.106	1213709	0.161822483793163	3.04	0.000226	74	0.4543981501088	0.999998450710429	0.666666666666667	0.350954751242384	0.154433085425393	-0.669826666879551	0
10484	SEC23A	17	0.312	4402.188	0.044	362450	0.0483107499042578	3.2	0.000289	43	0.604130579703229	0.999709454665315	0.705882352941177	0.350954751242384	0.154433085425393	-1.63938852716347	0
10015	PDCD6IP	22	0.336	6146.668	0.126	967015	0.128926897749444	2.98	0.000342	55	0.572151383710305	0.999999783389453	0.636363636363636	0.350954751242384	0.154433085425393	-1.43231375490961	0
55824	PAG1	7	0.312	664.152	0.143	871297	0.116163313288807	3.209	0.000132	56	0.453833884618657	0.99928877437066	0.714285714285714	0.350954751242384	0.154433085425393	-0.666172880590242	0
2512	FTL	16	0.332	6976.355	0.042	668086	0.0890659986580088	3.013	0.000272	67	0.597684287646803	0.999855880189933	0.6875	0.350954751242384	0.154433085425393	-1.59764687550463	0
2495	FTH1	18	0.335	5107.756	0.046	791809	0.105563929666006	2.986	0.00028	67	0.672690819384121	0.980481390080232	0.833333333333333	0.350954751242384	0.154433085425393	-2.0833363994218	0
3251	HPRT1	3	0.3	158.637	0.333	271902	0.0362365627530235	3.332	7.4e-05	11	0.155996894864456	0.994933447312037	0.333333333333333	0.350954751242384	0.154433085425393	1.26240990290978	0
10342	TFG	23	0.335	8265.13	0.099	846048	0.112796467512185	2.986	0.00037	28	0.617509595384355	0.999999999150251	0.739130434782609	0.350954751242384	0.154433085425393	-1.72602161905743	0
210	ALAD	1	0.244	0	NA	17364	0.00229501297720428	4.1	4.8e-05	20	0	0.992175131475989	0	0.350954751242384	0.154433085425393	2.27253603251961	0
3855	KRT7	6	0.289	226.506	0.067	173993	0.0231808178465628	3.462	0.000112	27	0.396722729496652	0.999798713113809	0.333333333333333	0.350954751242384	0.154433085425393	-0.296361224203984	0
10935	PRDX3	9	0.326	4230.113	0.111	586036	0.0781249833317865	3.071	0.000171	19	0.541006476767306	0.992633803828696	0.777777777777778	0.350954751242384	0.154433085425393	-1.23064125152597	0
2783	GNB2	30	0.328	11761.03	0.044	776129	0.103473068967467	3.045	0.000467	16	0.449337110761334	1	0.5	0.350954751242384	0.154433085425393	-0.637054937081334	0
65263	PYCR3	3	0.295	51.985	0.333	209107	0.0278631190307794	3.395	7.1e-05	25	0.347735196666287	0.954546204493637	0.666666666666667	0.350954751242384	0.154433085425393	0.0208475701125093	0
9531	BAG3	31	0.349	13990.966	0.049	1278354	0.170442617074865	2.866	0.000463	16	0.585536411821865	0.999999999936882	0.645161290322581	0.350954751242384	0.154433085425393	-1.51898577907263	0
10574	CCT7	22	0.335	9723.972	0.065	826193	0.110148888483518	2.984	0.000358	24	0.47558297123464	0.999999999999989	0.545454545454545	0.350954751242384	0.154433085425393	-0.80700466256283	0
10534	ZNRD2	9	0.295	946.986	0.083	189161	0.025203405542701	3.385	0.000161	24	0.461201541875735	0.999899959976732	0.666666666666667	0.350954751242384	0.154433085425393	-0.71388064500344	0
3936	LCP1	8	0.329	1778.268	0.286	1318351	0.175776045350342	3.037	0.000148	88	0.448943955843366	0.999023214163707	0.625	0.350954751242384	0.154433085425393	-0.634509142461709	0
2197	FAU	5	0.271	1373.31	0	56862	0.00756190174448189	3.692	0.000121	24	0.419066161748682	0.998850524406391	0.6	0.350954751242384	0.154433085425393	-0.441041570325957	0
10550	ARL6IP5	9	0.319	7466.203	0.056	849978	0.113320516143898	3.138	0.000188	49	0.552366764828583	0.976889956901389	0.777777777777778	0.350954751242384	0.154433085425393	-1.30420248375794	0
6342	SCP2	6	0.281	518.841	0.133	92618	0.0123298108731157	3.562	0.000133	20	0.405511748869325	0.999990896932318	0.5	0.350954751242384	0.154433085425393	-0.353272729588101	0
5093	PCBP1	31	0.34	22801.148	0.09	1040856	0.138773278160213	2.941	0.000533	11	0.487266557472484	1	0.387096774193548	0.350954751242384	0.154433085425393	-0.882659346309263	1
5295	PIK3R1	87	0.373	65893.583	0.066	3156521	0.420888125084675	2.679	0.001294	55	0.505806609698479	1	0.494252873563218	0.350954751242384	0.154433085425393	-1.00271167949244	0
7905	REEP5	9	0.293	1823.013	0.056	209473	0.0279119235598397	3.419	0.000173	85	0.445457451467534	0.999999998452772	0.444444444444444	0.350954751242384	0.154433085425393	-0.611932993275618	0
954	ENTPD2	1	0.251	0	NA	18729	0.00247702986837179	3.988	4.6e-05	49	0	0.971851199816296	0	0.350954751242384	0.154433085425393	2.27253603251961	0
